id,camber_pct,camber_pos_pct,thickness_pct,aoa_deg,flap_angle_deg,flap_chord_pct,aspect_ratio,endplate_h_pct,Cl,Cd,Cd_pressure,Cd_friction,Cm,Cl_3d,Cd_induced,Cd_3d,Cl_Cd,downforce_N,drag_N,efficiency,converged,stall_flag,x_tr_upper,x_tr_lower,Re,airfoil_name,t_max_pct,camber_actual,evaluated_at,camber_thickness_ratio,loading_index,flap_effectiveness,ar_endplate_factor,chord_re_log
757,8.441641386964196,50.77448907551539,9.75944141282362,-6.333046623917387,18.62108679595903,27.711076813587724,2.6331144968186035,20.25250338379664,-0.4660068111419259,0.0110451794787679,0.0,0.0110451794787679,0.0533800228663687,-0.3009414442808878,0.0090269756863695,0.0200721551651374,-42.19096774640244,-128.02508893282905,8.539001519816493,14.992981162460358,1,0,0.4098280540971025,0.7481320069094114,713039.0143737167,NACA 8510 (inv)+flap19°,9.855722954759894,8.850843780578115,2026-03-24 14:48:53,0.8649717775724467,53.46130848603489,5.160103665553049,3.6463305416967158,5.853113293195019
304,3.044094000182308,44.32463582096722,14.58993944906317,-13.980389787743318,22.04790676071965,26.999146314200832,4.994228985255761,14.234061677809263,-0.6459195848375126,0.0125105461536976,0.0,0.0125105461536976,-0.0948663164915155,-0.4911138308422985,0.0139378379913084,0.026448384145006,-51.63000694790652,-208.927328105206,11.251546759819483,18.568765038715256,1,0,0.3580967177445026,0.7216908686848753,713039.0143737167,NACA 3415 (inv)+flap22°,14.60658327070005,10.134985692319692,2026-03-24 14:48:53,0.20864336077678317,42.55762067307944,5.952746605545275,6.344904090031193,5.853113293195019
693,4.209327505905418,23.40861857260496,19.364796894190825,-8.305128650343672,4.019126161345818,25.839789338331837,2.360584762933978,21.31505951303982,-1.0786387477017407,0.0147797507839818,0.0,0.0147797507839818,0.0296081073227817,-0.6728752863351363,0.0495382383340973,0.0643179891180791,-72.98084815278202,-286.25142867777987,27.3618553818636,10.461696572942104,1,0,0.2588538816699631,0.6618593392706893,713039.0143737167,NACA 4219 (inv)+flap4°,19.370319168208425,4.209020363265879,2026-03-24 14:48:53,0.2173700828831393,34.95900646797476,1.038533733333542,3.3165888523767197,5.853113293195019
453,8.530685826936116,32.20301360261573,17.791890725971182,-14.267170324981883,16.10394907367473,31.87219149017232,4.1319635724834,21.43067312042516,-1.3267336549751343,0.014589661463094,0.0,0.014589661463094,0.0142881315431012,-0.9871736383743536,0.0608093223248396,0.0753989837879336,-90.93656205328948,-419.95875027123134,32.07587983755874,13.0926650304846,1,0,0.2149042453827346,0.6298200057860041,713039.0143737167,NACA 9318 (inv)+flap16°,17.812941297106892,8.840736322622437,2026-03-24 14:48:53,0.4794704485501196,121.7087476818065,5.132681486241442,5.814428025163922,5.853113293195019
457,3.640638000331177,43.4999409493706,19.09839631335364,-1.4394472268908487,4.3073347231124375,23.202430623230804,3.9982559565101856,23.401930065042645,-0.3176977609546499,0.0130992263048042,0.0,0.0130992263048042,0.049871868175802,-0.2359856594473573,0.00348810600548,0.0165873323102843,-24.253169886692643,-100.39190550777502,7.056504627526313,14.226860295132807,1,0,0.4580459374178054,0.7706553465369278,713039.0143737167,NACA 4419 (inv)+flap4°,19.12719125879005,3.640575874584806,2026-03-24 14:48:53,0.1906253247968069,5.2405062736901575,0.9994063508404939,5.776027175761625,5.853113293195019
362,3.308664097443309,54.90212211964396,11.999859838089073,-11.794841180344823,32.24697275570955,25.78408334947894,3.7298979518870174,25.75780738777574,-0.1304642125955588,0.0107941152060523,0.0,0.0107941152060523,-0.1043401691942178,-0.0959284174200936,0.0005972474123115,0.0113913626183638,-12.086605535061077,-40.80941460469023,4.846059723568462,8.42115387192126,1,0,0.5271022963327588,0.8000609897411305,713039.0143737167,NACA 3512 (inv)+flap32°,12.019644905725,13.757608990626974,2026-03-24 14:48:53,0.27572522863485377,39.02516754845278,8.314586333015916,5.555303819281553,5.853113293195019
599,2.081283946777667,36.23982094038684,14.929546163836466,-7.755787893063896,5.046578826526867,27.24236287824424,4.875334362048125,18.378064459394448,-0.7335363058059129,0.0127668862907466,0.0,0.0127668862907466,-0.0070604900009573,-0.5625033593888622,0.0175305650423852,0.0302974513331319,-57.45616347641295,-239.2975244166052,12.888998757319412,18.566028977286752,1,0,0.3353217673808937,0.7091545907369173,713039.0143737167,NACA 2415 (inv)+flap5°,14.93552611573056,2.396390093360392,2026-03-24 14:48:53,0.13940704720275546,16.141996836446474,1.3748073168590889,6.5777193362177275,5.853113293195019
779,3.619412296863068,41.244469795322,8.38865305425886,-7.132588880580364,18.66473026142059,20.36021264542041,4.244700960699074,12.918980252323056,-0.2192154763210216,0.0102884011299279,0.0,0.0102884011299279,-0.0726188743903657,-0.1590460589429219,0.0017577797916839,0.0120461809216119,-21.307049905290413,-67.66062377762267,5.124629435721287,13.203027580100434,1,0,0.4931587807118445,0.7859850007197283,713039.0143737167,NACA 4408 (inv)+flap19°,8.400684739513808,6.515875854752569,2026-03-24 14:48:53,0.43146525114964884,25.815779902841356,3.800178770919365,5.286607910576547,5.853113293195019
262,2.033809811032019,47.39514642636645,8.310606112543844,-15.87738051234825,27.544241768986826,27.608614935272804,3.541458329526914,6.3639753496309135,-0.5600863803037083,0.0109422445777197,0.0,0.0109422445777197,-0.1220534187417417,-0.3724425572571004,0.0129619004616308,0.0239041450393505,-51.1856937875561,-158.44275496566672,10.169188567027993,15.580668400563702,1,0,0.3819073403336961,0.734186826612858,713039.0143737167,NACA 2508 (inv)+flap28°,8.316508484567677,12.767145503163253,2026-03-24 14:48:53,0.24472460654370704,32.29157225950246,7.604583646840147,3.9696756462331466,5.853113293195019
767,6.878533451519459,42.19730365548556,19.20415788898836,-14.10314528235384,12.586320998622636,21.03641074501861,2.5039360189708977,15.73287473704215,-1.5782334347122973,0.0154155711967177,0.0,0.0154155711967177,0.0372671983806023,-0.9772791354943048,0.1074314144922324,0.1228469856889501,-102.37917327697411,-415.74947755310734,52.26098487544423,7.955255312236849,1,0,0.1779615870307362,0.5989236439874415,713039.0143737167,NACA 7419 (inv)+flap13°,19.29325234087881,6.878021759972222,2026-03-24 14:48:53,0.35817938444796904,97.00895659630973,2.6477101829567857,3.2524241419556033,5.853113293195019
